word,pRecall,Size,Animacy,nLet,nSyl,WFlog,CDlog,Prevalence,ONsize,AoA,Concreteness,NoF,BOI,Arousal,Valence,Dominance,Graspability,Pantomime,Action,Danger,Usefulness
OPERA,0.655737705,0.082089552,0.127272727,5,2,2.941511433,2.57634135,2.172080069,0,NaN,4.28,NaN,1.92,4.58,5.58,6.25,NaN,NaN,NaN,NaN,NaN
OPERATOR,0.632653061,0.104895105,0.896551724,8,4,2.922725458,2.677606953,2.322497078,0,7.95,4.21,NaN,4.217391304,5.1,5.32,4.74,NaN,NaN,NaN,NaN,NaN
ORANGE,0.759493671,0.95890411,0.5,6,2,3.056523724,2.835690571,2.261149517,3,3.26,4.66,14,5.08,4.75,6.65,5.58,NaN,NaN,NaN,NaN,NaN
ORCHESTRA,0.742857143,0.054545455,0.398058252,9,3,2.450249108,2.278753601,2.575829304,0,9.44,4.79,7,3.703703704,4.87,6.38,5.76,2.379310345,5.103448276,2,1.4375,2.7
ORCHID,0.732394366,0.746478873,0.723502304,6,2,2.045322979,1.681241237,2.423294917,1,9.76,4.92,7,4.68,3.58,6.88,5.58,NaN,NaN,NaN,NaN,NaN
OREGANO,0.802631579,0.971428571,0.287769784,7,4,1.633468456,1.544068044,1.683461873,0,10.88,4.81,13,5.64,4.29,6.07,5.16,NaN,NaN,NaN,NaN,NaN
ORGAN,0.625,0.633027523,0.461538462,5,2,2.56937391,2.392696953,2.575829304,0,8.72,4.77,NaN,5.185185185,5.06,5.24,5.55,NaN,NaN,NaN,NaN,NaN
ORNAMENT,0.643678161,0.873563218,0.005988024,8,3,1.770852012,1.716003344,2.111259653,0,6.1,4.04,9,6.181818182,4.7,6.02,5.39,6.379310345,3.896551724,2.090909091,1.3125,2.733333333
OTTER,0.8,0.272988506,0.944567627,5,2,1.84509804,1.447158031,2.075362606,6,5.47,4.86,14,4.04,4.65,6.33,5.19,NaN,NaN,NaN,NaN,NaN
OUTDOORS,0.535714286,0.186440678,0.204081633,8,2,2.033423755,1.986771734,2.420838276,1,4.7474,4.61,21,NaN,4.12,6.84,6.2,NaN,NaN,NaN,NaN,NaN
OUTFIT,0.709677419,0.442211055,0.027624309,6,2,3.10754913,2.923761961,2.053748911,2,7,4.12,NaN,6.130434783,4.8,5.59,6.64,5.103448276,4.931034483,2.545454545,1.21875,3.233333333
OUTLAW,0.73015873,0.144444444,0.895652174,6,2,2.176091259,1.919078092,2.182341513,1,6.33,3.61,NaN,NaN,6.91,3.49,4.1,NaN,NaN,NaN,NaN,NaN
OVAL,0.616666667,0.841269841,0.015748031,4,2,1.84509804,1.72427587,2.575829304,2,5.95,4.04,10,2.333333333,4.24,5.39,5.54,NaN,NaN,NaN,NaN,NaN
OVEN,0.558441558,0.114942529,0.061452514,4,2,2.657055853,2.521138084,2.189072798,5,5.67,4.97,9,5.923076923,4.88,5.75,6.04,NaN,NaN,NaN,NaN,NaN
OWL,0.756097561,0.452991453,0.932773109,3,1,2.457881897,2.139879086,2.254310981,4,6.21,4.93,9,3.791666667,4.23,6.22,5.02,NaN,NaN,NaN,NaN,NaN
OWNER,0.766666667,0.101123596,0.919148936,5,2,3.074084689,2.92992956,2.575829304,1,7.5,3.78,23,2.782608696,5.03,5.41,6.59,NaN,NaN,NaN,NaN,NaN
OX,0.810344828,0.069444444,0.950520833,2,1,2.599883072,2.255272505,2.111259653,17,4.72,4.86,14,4.217391304,4.81,5.15,5.81,NaN,NaN,NaN,NaN,NaN
OYSTER,0.627906977,0.929577465,0.821428571,6,2,2.195899652,2.017033339,2.111978665,2,8,4.85,14,5.407407407,4.46,4.7,5.18,NaN,NaN,NaN,NaN,NaN
OZONE,0.677966102,0.198717949,0.083333333,5,2,2.041392685,1.755874856,2.201812278,0,12.79,3.5,17,2.041666667,5.25,4.89,5.25,NaN,NaN,NaN,NaN,NaN
PACKAGE,0.651515152,0.457746479,0.032520325,7,2,3.065579715,2.848804701,2.32915707,0,6.61,4.72,19,5.75,5.32,5.97,5.17,5.862068966,4.068965517,3.484848485,1.71875,3.133333333
PAD,0.616161616,0.863013699,0.034682081,3,1,2.619093331,2.515873844,2.185432599,29,8.83,4.43,NaN,5.217391304,4.15,5.2,5.45,NaN,NaN,NaN,NaN,NaN
PADDING,0.715789474,0.641304348,0.030120482,7,2,1.698970004,1.602059991,2.118339313,4,8.45,4.52,NaN,4.925925926,4.08,5.33,4.88,NaN,NaN,NaN,NaN,NaN
PADDLE,0.670212766,0.391534392,0.047337278,6,2,2.283301229,2.033423755,2.415675493,6,6.58,4.8,14,5.68,5.05,5.05,5.43,NaN,NaN,NaN,NaN,NaN
PAGE,0.631578947,0.932692308,0.087431694,4,1,3.28171497,3.059563418,2.436234111,12,5.16,4.9,10,4.96,4.36,5.4,6.37,NaN,NaN,NaN,NaN,NaN
PAIL,0.714285714,0.630872483,0.033088235,4,1,1.69019608,1.612783857,1.593414275,19,6.16,4.93,7,4.772727273,4.26,5.08,5.08,NaN,NaN,NaN,NaN,NaN
PAINT,0.686746988,0.783919598,0.027210884,5,1,3.273695588,3.011147361,2.286116864,7,4.45,4.79,16,5.090909091,4.66,5.81,6.56,NaN,NaN,NaN,NaN,NaN
PAINTER,0.682539683,0.104265403,0.917748918,7,2,2.537819095,2.285557309,2.331901333,4,5.6,4.52,NaN,NaN,4.68,5.97,5.71,NaN,NaN,NaN,NaN,NaN
PAINTING,0.666666667,0.325443787,0.04516129,8,2,3.173186268,2.806179974,2.416811038,5,5.26,4.59,18,NaN,4.22,6.46,7.32,NaN,NaN,NaN,NaN,NaN
PALACE,0.754716981,0.026845638,0.112781955,6,2,2.991226076,2.64246452,2.210521854,1,6.89,4.57,14,3.708333333,5.39,6.35,5.4,2.379310345,3.448275862,2.757575758,1.40625,2.7
PALM,0.633333333,0.768595041,0.362790698,4,1,2.829946696,2.639486489,2.24883136,5,6,4.83,8,5.44,3.81,5.69,5.83,NaN,NaN,NaN,NaN,NaN
PAN,0.657534247,0.694444444,0.022222222,3,1,2.797959644,2.564666064,2.099531602,26,4.72,4.86,13,6.409090909,4.38,5.39,6,NaN,NaN,NaN,NaN,NaN
PANTHER,0.790322581,0.092920354,0.941391941,7,2,2.120573931,1.672097858,2.009561571,0,6.67,4.93,14,3.739130435,6.78,5.52,4.4,NaN,NaN,NaN,NaN,NaN
PANTS,0.743902439,0.613402062,0.042944785,5,1,3.476686743,3.248218561,2.333249838,13,3.2271,4.86,22,6.333333333,4.59,5.71,6.29,NaN,NaN,NaN,NaN,NaN
PAPER,0.769911504,0.904958678,0.013043478,5,2,3.721975402,3.419460073,2.330537171,13,4,4.93,15,5.695652174,4.29,5.75,5.64,NaN,NaN,NaN,NaN,NaN
PARCEL,0.661538462,0.692307692,0.05982906,6,2,1.857332496,1.755874856,1.987548001,1,10.67,4.81,14,5.583333333,4.81,5.65,5.83,NaN,NaN,NaN,NaN,NaN
PARENT,0.608695652,0.052631579,0.946428571,6,2,2.82672252,2.677606953,2.317505884,1,4.22,4.56,10,5.04,4.71,6.42,5,NaN,NaN,NaN,NaN,NaN
PARIS,0.676470588,0.048780488,0.145833333,5,2,3.548020695,2.953759692,NaN,7,NaN,NaN,15,NaN,5.84,6.69,NaN,NaN,NaN,NaN,NaN,NaN
PARROT,0.736111111,0.581673307,0.941747573,6,2,2.225309282,1.982271233,2.431458573,1,5.58,5,NaN,4.142857143,5.3,6.15,4.25,5.586206897,4.655172414,2.848484848,1.5,3.066666667
PARSLEY,0.652542373,0.957854406,0.507751938,7,2,1.643452676,1.531478917,2.156970571,1,8.95,4.77,29,5.434782609,4.04,5.79,4.26,NaN,NaN,NaN,NaN,NaN
PARTNER,0.709677419,0.071428571,0.9,7,2,3.583991799,3.248708736,2.443087356,1,5.85,3.53,17,5.230769231,4.87,6.67,6,NaN,NaN,NaN,NaN,NaN
PARTY,0.677966102,0.103174603,0.130841121,5,2,4.075218379,3.571126277,2.575829304,8,4.58,3.89,22,3.5,6.78,6.74,5.92,NaN,NaN,NaN,NaN,NaN
PASSAGE,0.698113208,0.289617486,0.027472527,7,2,2.592176757,2.465382851,2.309621993,1,8.11,3.8,25,3.518518519,4.57,5.58,5.68,NaN,NaN,NaN,NaN,NaN
PASSENGER,0.719512195,0.120437956,0.924836601,9,3,2.740362689,2.457881897,2.341027138,0,6.65,4.34,NaN,5.08,4.78,5.5,4,NaN,NaN,NaN,NaN,NaN
PASTA,0.764705882,0.883116883,0.058139535,5,2,2.336459734,2.146128036,2.575829304,6,5.78,4.86,13,5.72,4.61,6.76,5.98,NaN,NaN,NaN,NaN,NaN
PASTRY,0.634920635,0.9390681,0.041509434,6,2,1.995635195,1.880813592,2.200128874,2,7.21,4.97,22,6.086956522,4.59,7.03,5.61,NaN,NaN,NaN,NaN,NaN
PATH,0.78125,0.281690141,0.026845638,4,1,3.097951071,2.940018155,2.575829304,8,6.11,4.41,12,4.37037037,4.01,5.81,4.62,NaN,NaN,NaN,NaN,NaN
PATIENT,0.575757576,0.090909091,0.870588235,7,2,3.511482289,3.164650216,2.432683248,0,7.05,2.5,10,NaN,4.79,5.03,4.83,NaN,NaN,NaN,NaN,NaN
PATIO,0.742574257,0.10880829,0.061349693,5,3,2.127104798,2.037426498,2.243148841,1,8,4.89,18,4.217391304,3.57,6.18,5.64,NaN,NaN,NaN,NaN,NaN
PATRIOT,0.703703704,0.053846154,0.914438503,7,3,2.127104798,1.982271233,2.141333034,0,10.14,3.36,20,NaN,5.73,5.78,6.09,NaN,NaN,NaN,NaN,NaN
PATROL,0.537313433,0.138613861,0.440613027,6,2,2.899273187,2.700703717,2.253771823,2,8.56,3.86,NaN,3.222222222,5.98,4.73,5.27,NaN,NaN,NaN,NaN,NaN
PAVEMENT,0.706666667,0.210526316,0.052173913,8,2,2.017033339,1.968482949,2.159103925,0,6.3,4.72,13,NaN,4.55,5.13,4.65,NaN,NaN,NaN,NaN,NaN
PAW,0.743589744,0.88030888,0.244680851,3,1,2.204119983,2.053078443,1.902216496,24,5.89,4.3,13,5,4.28,6.01,5.56,NaN,NaN,NaN,NaN,NaN
PAWN,0.545454545,0.851528384,0.11875,4,1,2.346352974,2.136720567,2.256448563,8,9.06,3.9,NaN,3.52,4.94,4.51,5.16,NaN,NaN,NaN,NaN,NaN
PEACH,0.802197802,0.931034483,0.478947368,5,1,2.511883361,2.328379603,2.330537171,7,4.21,4.9,10,5.88,4.35,6.81,5.74,NaN,NaN,NaN,NaN,NaN
PEANUT,0.547619048,0.993288591,0.23880597,6,2,2.800029359,2.559906625,2.440969611,0,5,4.89,15,6.192307692,4.63,5.97,5.74,NaN,NaN,NaN,NaN,NaN
PEAR,0.720720721,0.965517241,0.517241379,4,1,1.838849091,1.653212514,2.330078923,18,4,4.93,9,5.72,4.21,6.33,5.71,NaN,NaN,NaN,NaN,NaN
PEARL,0.696202532,0.976415094,0.057471264,5,1,2.903089987,2.484299839,2.325873194,2,6.275,4.87,14,5.555555556,4.57,6.54,5.94,NaN,NaN,NaN,NaN,NaN
PEBBLE,0.698412698,0.951612903,0,6,2,1.819543936,1.698970004,2.437094116,1,5.68,4.86,4,5.47826087,4.07,5.39,4.67,5.586206897,3.4375,1.928571429,1.24137931,2.657142857
PECAN,0.775862069,0.953947368,0.232704403,5,2,1.69019608,1.568201724,2.172738558,0,6.8,4.87,NaN,5.5,4.43,5.93,5.05,NaN,NaN,NaN,NaN,NaN
PEDAL,0.619047619,0.896825397,0.030769231,5,2,2.021189299,1.934498451,2.255917004,3,6.5,4.44,11,5.04,4.82,5.39,6.06,4.965517241,4.8125,2.178571429,1.448275862,2.657142857
PEDESTRIAN,0.576923077,0.092105263,0.955223881,10,4,1.857332496,1.755874856,2.149830465,0,9.75,4.41,NaN,4.962962963,4.77,5.3,5.65,NaN,NaN,NaN,NaN,NaN
PELICAN,0.714285714,0.2406639,0.929032258,7,3,1.954242509,1.591064607,2.234829088,0,8.22,4.96,9,3.666666667,4.6,5.87,4.96,3.75862069,3.310344828,2.121212121,2.0625,3.5
PELT,0.514705882,0.683615819,0.052238806,4,1,1.69019608,1.255272505,1.838493511,12,10.8362,4.1,NaN,4.185185185,5.13,4.68,NaN,NaN,NaN,NaN,NaN,NaN
PEN,0.656716418,0.962686567,0.03030303,3,1,3.101059355,2.912222057,2.575829304,24,5.11,4.92,4,6.64,4.69,5.58,6.17,NaN,NaN,NaN,NaN,NaN
PENCIL,0.644736842,0.9375,0.016949153,6,2,2.702430536,2.593286067,2.241986936,0,4.06,4.88,9,5.869565217,4.49,5.51,6.03,NaN,NaN,NaN,NaN,NaN
PENDULUM,0.653846154,0.563380282,0,8,3,1.447158031,1.255272505,2.250496022,0,11.75,4.69,11,3.84,4.57,5.2,4.13,4.379310345,4.896551724,2,1.75,3.333333333
PENGUIN,0.768292683,0.245791246,0.939759036,7,2,2.170261715,1.785329835,2.420480748,0,5.68,5,17,4.12,4.7,6.63,4.86,NaN,NaN,NaN,NaN,NaN
PENNY,0.75308642,0.977578475,0.021978022,5,2,3.093421685,2.776701184,2.229871602,9,4.67,4.83,12,6.448275862,4.65,5.6,5.4,NaN,NaN,NaN,NaN,NaN
PEOPLE,0.684210526,0.057803468,0.927038627,6,2,4.750145689,3.897077003,2.347124757,0,3.52,4.82,18,6.076923077,5.66,5.89,5.4,NaN,NaN,NaN,NaN,NaN
PEPPER,0.68115942,0.975,0.251968504,6,2,2.653212514,2.428134794,2.236044792,3,5.47,4.59,6,5.875,5.4,5.59,5.75,NaN,NaN,NaN,NaN,NaN
PERCH,0.698630137,0.626609442,0.154811715,5,1,1.707570176,1.579783597,2.173394699,3,9.16,4.1,8,3.347826087,4.39,5.46,5.26,NaN,NaN,NaN,NaN,NaN
PERFUME,0.567567568,0.976190476,0.045454545,7,2,2.766412847,2.593286067,2.439335856,0,7.06,4.66,12,4.96,5.3,6.09,5.71,NaN,NaN,NaN,NaN,NaN
PERISCOPE,0.716666667,0.413333333,0.040268456,9,3,1.851258349,1.447158031,1.682355113,0,10.16,4.78,13,4.653846154,4.97,5.28,5.3,NaN,NaN,NaN,NaN,NaN
PERMIT,0.636363636,0.815384615,0.025,6,2,2.790988475,2.653212514,2.25803204,1,9.47,3.43,15,3.44,4.95,5.09,4.68,NaN,NaN,NaN,NaN,NaN
PERSON,0.781818182,0.082417582,0.947826087,6,2,4.035749837,3.67329744,2.439059658,1,4.67,4.72,14,6.12,5.14,6.06,6,NaN,NaN,NaN,NaN,NaN
PERSONNEL,0.656716418,0.12,0.871794872,9,3,2.922206277,2.728353782,2.071782662,0,11.26,3.56,15,3.125,4.67,5.18,5.45,NaN,NaN,NaN,NaN,NaN
PHILOSOPHER,0.813953488,0.081081081,0.974025974,11,4,2.193124598,2.06069784,2.432379059,0,11.63,3.63,NaN,3.375,4.67,6.09,6.58,NaN,NaN,NaN,NaN,NaN
PHOTO,0.535211268,0.919254658,0.015267176,5,2,3.06669855,2.889301703,2.256978248,1,5.16,4.93,NaN,NaN,4.73,6.33,6.05,NaN,NaN,NaN,NaN,NaN
PHYSICIAN,0.695652174,0.066666667,0.911392405,9,3,2.496929648,2.372912003,2.431149076,0,8.68,4.65,4,5.12,5.91,5.3,5.23,NaN,NaN,NaN,NaN,NaN
PIANO,0.754901961,0.091703057,0.037234043,5,3,3.103461622,2.776701184,2.334582964,0,5.5,4.9,14,6.166666667,4.1,6.62,5.42,NaN,NaN,NaN,NaN,NaN
PICK,0.409090909,0.777777778,0.076923077,4,1,4.005137596,3.674585602,2.427653597,17,5.26,3.82,13,3.259259259,5.1,5.03,5.94,NaN,NaN,NaN,NaN,NaN
PICKLE,0.696629213,0.937238494,0.173469388,6,2,2.372912003,2.155336037,2.327291634,5,6.05,4.64,15,5.730769231,4.95,5.3,5.84,NaN,NaN,NaN,NaN,NaN
PICNIC,0.728,0.194630872,0.071428571,6,2,2.775974331,2.593286067,2.33235256,2,5.53,4.83,13,4.2,3.63,7.03,6.1,NaN,NaN,NaN,NaN,NaN
PICTURE,0.571428571,0.761290323,0.014084507,7,2,3.848927713,3.502290528,2.43021246,0,4.05,4.52,11,5.32,4.54,6.26,6.12,5.551724138,4.5,3.321428571,1.448275862,3.142857143
PIE,0.692307692,0.809302326,0.09375,3,1,3.166430114,2.898176483,2.445390799,15,3.67,4.92,21,5.869565217,4.65,7.17,6.29,NaN,NaN,NaN,NaN,NaN
PIER,0.790697674,0.131086142,0.051587302,4,1,2.525044807,2.330413773,2.131800436,7,9.56,4.62,11,4,3.82,6,6.14,NaN,NaN,NaN,NaN,NaN
PIG,0.766666667,0.26,0.877862595,3,1,3.300378065,3.024074987,2.320524891,18,3.84,5,22,4.56,5.19,4.92,5.04,NaN,NaN,NaN,NaN,NaN
PIGEON,0.769230769,0.8,0.933544304,6,2,2.480006943,2.260071388,2.351011266,1,6.21,4.71,7,4.208333333,4.58,4.9,5.04,NaN,NaN,NaN,NaN,NaN
PIGMENT,0.5,0.897727273,0.04,7,2,1.204119983,1.146128036,2.248272431,1,11.06,4.4,NaN,NaN,4.72,5.38,NaN,NaN,NaN,NaN,NaN,NaN
PIKE,0.625,0.455813953,0.184210526,4,1,2.371067862,1.903089987,2.047402749,13,12.06,4.25,11,4.590909091,5.13,4.67,5.5,NaN,NaN,NaN,NaN,NaN
PILL,0.56,0.983333333,0.028037383,4,1,2.781036939,2.588831726,2.444632023,18,6.06,4.72,14,6.36,5.29,4.49,4.88,NaN,NaN,NaN,NaN,NaN
PILLOW,0.770491803,0.398773006,0.03030303,6,2,2.764922985,2.657055853,2.270607786,2,3.47,5,14,6.391304348,2.59,7.04,6.34,5.931034483,5.793103448,2.696969697,1.78125,3.833333333
PILOT,0.661016949,0.11627907,0.901554404,5,2,3.133858125,2.754348336,2.427978434,2,6.32,4.67,8,4.52173913,5.76,5.85,6.16,NaN,NaN,NaN,NaN,NaN
PIMPLE,0.75,0.916666667,0.111111111,6,2,1.934498451,1.806179974,2.325873194,4,9.57,4.77,13,5.72,5.87,2.74,4.09,NaN,NaN,NaN,NaN,NaN
PIN,0.692307692,0.985294118,0,3,1,2.922206277,2.737192643,2.333249838,20,4.53,4.92,15,5.88,5,4.99,5.76,NaN,NaN,NaN,NaN,NaN
PIPE,0.652173913,0.827586207,0.015625,4,1,2.995635195,2.808885867,2.168751926,9,8.17,4.88,15,5.653846154,4.87,4.72,5.92,NaN,NaN,NaN,NaN,NaN
PIRATE,0.712643678,0.110552764,0.931726908,6,2,2.575187845,2.214843848,2.327291634,1,6.5,4.64,NaN,3.690121786,6.7,4.28,3.81,2.896551724,5.827586207,2.484848485,3.65625,3.333333333
PISTOL,0.703703704,0.910714286,0.022222222,6,2,2.710963119,2.511883361,2.330537171,2,7.28,4.89,10,5.260869565,7.26,3.81,4.53,NaN,NaN,NaN,NaN,NaN
PISTON,0.62,0.693430657,0.054545455,6,2,1.785329835,1.397940009,2.009561571,1,10.37,4.81,NaN,4.130434783,5.4,4.97,5.55,NaN,NaN,NaN,NaN,NaN
PIT,0.666666667,0.426315789,0.038674033,3,1,2.829303773,2.654176542,2.439884876,22,6.14,4.68,20,4.172413793,5.7,3.88,4.04,NaN,NaN,NaN,NaN,NaN
PITCHFORK,0.7875,0.117241379,0.047297297,9,2,1.556302501,1.462397998,2.171419218,0,6.89,5,14,5.681818182,5.86,4.05,4.6,5.448275862,4.5,2.071428571,3.75862069,3.8
PIZZA,0.788461538,0.47826087,0.074626866,5,2,3.23299611,2.925312091,2.23904388,0,4.67,5,14,6.541666667,5.55,7.37,5.47,NaN,NaN,NaN,NaN,NaN
PLAID,0.697674419,0.843601896,0.017964072,5,1,1.919078092,1.86332286,1.990081248,2,8.56,4.23,22,2.48,4.41,5.37,5.64,NaN,NaN,NaN,NaN,NaN
PLANE,0.633333333,0,0.164179104,5,1,3.687796411,3.228400359,2.575829304,6,4.95,4.92,12,5.458333333,6.08,5.68,5.07,NaN,NaN,NaN,NaN,NaN
PLANET,0.759259259,0.014705882,0.251851852,6,2,3.29578694,2.933993164,2.236044792,3,6.67,4.58,9,4.2,5.31,6.34,6.11,NaN,NaN,NaN,NaN,NaN
PLANT,0.549019608,0.666666667,0.808510638,5,1,3.148910993,2.920123326,2.446388798,5,3.95,4.76,14,5.652173913,3.85,6.39,6.45,NaN,NaN,NaN,NaN,NaN
PLAQUE,0.789473684,0.796610169,0.071428571,6,1,2.029383778,1.819543936,2.145628186,2,7.39,4.7,13,4.52,5.2,3.85,5.32,NaN,NaN,NaN,NaN,NaN
PLASTER,0.680851064,0.554545455,0.005319149,7,2,2.130333768,2.021189299,2.310163194,6,9.16,4.59,20,4.4,4.56,4.82,4.89,NaN,NaN,NaN,NaN,NaN
PLATE,0.701754386,0.841216216,0.024271845,5,1,3.116939647,2.966610987,2.177282991,10,3.84,4.77,12,5.590909091,4.4,5.49,5.79,NaN,NaN,NaN,NaN,NaN
PLAYGROUND,0.742424242,0.089285714,0.041666667,10,2,2.416640507,2.28780173,2.441505434,0,4.28,4.77,12,4.695652174,5.34,6.72,6.32,NaN,NaN,NaN,NaN,NaN
PLAZA,0.703125,0.085470085,0.071428571,5,2,2.480006943,2.243038049,2.192050366,1,9.83,4.44,13,3.958333333,4.97,5.66,4.96,NaN,NaN,NaN,NaN,NaN
PLIERS,0.632911392,0.954285714,0.031496063,6,2,1.77815125,1.698970004,2.232369511,3,7,4.93,16,6.086956522,5.23,4.79,5.76,NaN,NaN,NaN,NaN,NaN
PLUM,0.698275862,0.965250965,0.512931034,4,1,2.243038049,2.053078443,2.331901333,5,5.5,4.85,13,5.62962963,4.3,6.25,5.26,NaN,NaN,NaN,NaN,NaN
PLUMBER,0.735849057,0.094527363,0.883928571,7,2,2.361727836,2.178976947,2.325396632,4,8.56,4.63,14,4.44,5,4.8,5.59,NaN,NaN,NaN,NaN,NaN
PLUTO,0.744186047,0.073170732,0.127118644,5,2,2.193124598,1.602059991,NaN,1,NaN,NaN,16,NaN,4.97,5.83,NaN,NaN,NaN,NaN,NaN,NaN
POCKET,0.634408602,0.936416185,0.024539877,6,2,3.260548373,3.108226656,2.24256897,7,4.74,4.68,18,5.407407407,4.45,5.5,6.37,NaN,NaN,NaN,NaN,NaN
POCKETBOOK,0.64,0.840909091,0.050847458,10,3,1.886490725,1.755874856,2.028992871,0,9.35,5,7,5.884615385,4.79,5.52,6.42,NaN,NaN,NaN,NaN,NaN
POET,0.52173913,0.156862745,0.933014354,4,2,2.673020907,2.439332694,2.575829304,4,8.61,4.36,17,4.565217391,3.82,5.95,5.84,NaN,NaN,NaN,NaN,NaN
POISON,0.694444444,0.864197531,0.011904762,6,2,3.097951071,2.843232778,2.347913131,1,5.58,4.27,18,4.035714286,7.2,2.27,3.38,NaN,NaN,NaN,NaN,NaN
POLE,0.857142857,0.213333333,0.056818182,4,1,2.808210973,2.596597096,2.258556167,23,5.63,4.66,14,5.32,4.66,5.21,4.59,NaN,NaN,NaN,NaN,NaN
POLICE,0.8,0.079096045,0.899082569,6,2,4.080806804,3.527629901,2.575829304,2,5.05,4.79,19,4.739130435,7.09,4.68,3.44,NaN,NaN,NaN,NaN,NaN
POLITICIAN,0.793650794,0.057324841,0.951690821,10,4,2.225309282,2.1430148,2.328693443,0,9.11,4.33,17,4.409090909,6.31,3.33,4.1,NaN,NaN,NaN,NaN,NaN
POLYESTER,0.63559322,0.755364807,0.023148148,9,4,1.806179974,1.69019608,2.168751926,0,10.16,4.12,21,5.086956522,4.78,4.33,5,NaN,NaN,NaN,NaN,NaN
POND,0.755102041,0.205673759,0.161290323,4,1,2.51054501,2.318063335,2.439335856,8,5.16,4.9,8,4.5,3.11,6.42,5.95,NaN,NaN,NaN,NaN,NaN
PONY,0.631578947,0.097560976,0.918819188,4,2,2.617000341,2.418301291,2.345931567,13,5.39,4.9,5,5.375,4.56,6.5,5.9,NaN,NaN,NaN,NaN,NaN
POOL,0.716535433,0.11969112,0.060606061,4,1,3.379668034,3.079543007,2.575829304,9,5.15,4.77,13,6.041666667,4.12,6.7,6.39,NaN,NaN,NaN,NaN,NaN
POPCORN,0.575342466,0.932989691,0.031914894,7,2,2.668385917,2.491361694,2.254310981,0,4.17,5,10,6,4.75,6.67,5.39,6.103448276,4.75,2.25,1.24137931,2.6
POPE,0.79245283,0.05,0.91627907,4,1,2.737987326,2.392696953,2.219476951,16,8.83,4.71,17,3.88,4.31,4.9,3.84,NaN,NaN,NaN,NaN,NaN
PORCH,0.663157895,0.132352941,0.048913043,5,1,2.691965103,2.527629901,2.233604032,6,5.4,4.92,NaN,4.44,3.49,6.14,6.11,NaN,NaN,NaN,NaN,NaN
PORCUPINE,0.690721649,0.451612903,0.959375,9,3,1.531478917,1.361727836,2.428944333,0,6.89,5,17,4.041666667,5.62,4.77,4.89,3.413793103,3.8125,2.214285714,2.551724138,2.571428571
PORK,0.637931034,0.631578947,0.269662921,4,1,2.730782276,2.501059262,2.575829304,11,5.63,4.79,10,4.916666667,5.03,5.37,5.85,NaN,NaN,NaN,NaN,NaN
PORPOISE,0.717948718,0.162601626,0.923529412,8,2,1.278753601,1.176091259,1.420329382,0,8.94,NaN,NaN,NaN,4.53,5.91,NaN,NaN,NaN,NaN,NaN,NaN
PORT,0.579545455,0.165680473,0.069892473,4,1,2.870403905,2.583198774,2.429897515,14,9.32,4.41,20,3.230769231,4.66,5.47,5.92,NaN,NaN,NaN,NaN,NaN
PORTRAIT,0.705882353,0.335616438,0.032520325,8,2,2.444044796,2.285557309,2.446882029,0,7.61,4.9,NaN,4.272727273,4.26,5.97,7,5.103448276,4.3125,2.392857143,1.310344828,2.342857143
POSSUM,0.69047619,0.361403509,0.937810945,6,2,2.025305865,1.740362689,1.759850372,0,6.61,4.73,NaN,3.772727273,4.99,4.26,4.57,NaN,NaN,NaN,NaN,NaN
POSTAGE,0.6,0.928571429,0.048,7,2,1.69019608,1.633468456,2.166725979,3,8.33,4.37,6,4.32,4.53,4.91,4.36,NaN,NaN,NaN,NaN,NaN
POT,0.698630137,0.574585635,0.024691358,3,1,3.06069784,2.883093359,2.439610926,26,5.95,4.81,15,6.16,4.52,5.3,6,NaN,NaN,NaN,NaN,NaN
POTATO,0.592920354,0.956386293,0.4296875,6,3,2.761175813,2.586587305,2.308532649,0,4.84,4.85,23,5.6,4.33,6.13,5.46,NaN,NaN,NaN,NaN,NaN
POTTERY,0.826923077,0.56557377,0.010204082,7,3,1.977723605,1.792391689,2.178560904,3,7.83,4.72,19,5.458333333,4.09,5.89,6,NaN,NaN,NaN,NaN,NaN
POWDER,0.615384615,0.93902439,0.028776978,6,2,2.913283902,2.718501689,2.33414028,2,5.06,4.76,17,5.416666667,4.25,5.39,6.05,NaN,NaN,NaN,NaN,NaN
PRAIRIE,0.685185185,0.099526066,0.205240175,7,2,2.158362492,1.929418926,1.878931793,0,6.5,4.8,NaN,3.642857143,3.19,6.14,5.38,NaN,NaN,NaN,NaN,NaN
PREACHER,0.785714286,0.06010929,0.972477064,8,2,2.53529412,2.164352856,2.427978434,3,6.11,4.7,NaN,4.208333333,4.88,4.91,4.85,NaN,NaN,NaN,NaN,NaN
PREDATOR,0.771428571,0.089285714,0.901098901,8,3,2.130333768,2.012837225,2.309621993,0,8.45,3.64,20,NaN,7.31,2.97,3.86,NaN,NaN,NaN,NaN,NaN
PRESIDENT,0.784313725,0.067708333,0.954545455,9,3,3.855821905,3.190891717,2.427327308,0,6.89,4.4,19,3.56,6.24,5.18,4.52,NaN,NaN,NaN,NaN,NaN
PRIEST,0.909090909,0.08988764,0.958762887,6,1,3.126131407,2.718501689,2.175349171,2,7.1,4.77,13,4.56,4.63,4.9,5.82,NaN,NaN,NaN,NaN,NaN
PRIMATE,0.680851064,0.141975309,0.899543379,7,2,1.556302501,1.447158031,2.231748664,1,9.32,4.5,13,4.375,5.52,5.34,4.18,NaN,NaN,NaN,NaN,NaN
